Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_002742645.2	1
High complexity	GCF_002749615.1	3
High complexity	GCF_002753995.1	9
High complexity	GCF_002754815.1	4
High complexity	GCF_002754935.1	3
High complexity	GCF_002761235.1	3
High complexity	GCF_002777255.1	14
High complexity	GCF_002787395.1	54
High complexity	GCF_002795865.1	2
High complexity	GCF_002796545.1	11
High complexity	GCF_002812405.1	2
High complexity	GCF_002812565.2	4
High complexity	GCF_002813575.1	4
High complexity	GCF_002813775.1	5
High complexity	GCF_002814095.1	1
High complexity	GCF_002831565.1	4
High complexity	GCF_002831585.1	3
High complexity	GCF_002832675.1	8
High complexity	GCF_002833405.1	2
High complexity	GCF_002843585.1	4
High complexity	GCF_002843605.1	9
High complexity	GCF_002843625.1	11
High complexity	GCF_002844375.1	2
High complexity	GCF_002847285.1	6
High complexity	GCF_002847305.1	1
High complexity	GCF_002847445.1	1
High complexity	GCF_002848265.1	2
High complexity	GCF_002848345.1	3
High complexity	GCF_002848445.1	1
High complexity	GCF_002863865.1	3
High complexity	GCF_002871575.2	1
High complexity	GCF_002872015.2	1
High complexity	GCF_002872475.1	1
High complexity	GCF_002874965.1	8
High complexity	GCF_002877835.1	5
High complexity	GCF_002890695.1	9
High complexity	GCF_002891535.1	2
High complexity	GCF_002892425.1	2
High complexity	GCF_002902865.1	16
High complexity	GCF_002902905.1	8
High complexity	GCF_002903405.1	34
High complexity	GCF_002910725.2	3
High complexity	GCF_002910775.2	4
High complexity	GCF_002932955.1	5
High complexity	GCF_002934285.1	20
High complexity	GCF_002934345.1	9
High complexity	GCF_002934425.1	16
High complexity	GCF_002934795.1	19
High complexity	GCF_002935055.1	28
High complexity	GCF_002943525.1	1
High complexity	GCF_002943895.1	4
High complexity	GCF_002944315.1	6
High complexity	GCF_002946835.1	4
High complexity	GCF_002947915.1	3
High complexity	GCF_002947975.1	3
High complexity	GCF_002949085.1	1
High complexity	GCF_002949795.1	4
High complexity	GCF_002949975.1	10
High complexity	GCF_002949995.1	7
High complexity	GCF_002951615.1	14
High complexity	GCF_002953115.1	8
High complexity	GCF_002953135.1	1
High complexity	GCF_002953155.1	3
High complexity	GCF_002953195.1	11
High complexity	GCF_002953415.1	3
High complexity	GCF_002953935.1	2
High complexity	GCF_002966775.1	11
High complexity	GCF_002966815.1	5
High complexity	GCF_002968395.1	1
High complexity	GCF_002975295.1	7
High complexity	GCF_002983865.1	4
High complexity	GCF_002993285.1	1
High complexity	GCF_002993305.1	2
High complexity	GCF_002993885.1	1
High complexity	GCF_002999235.1	1
High complexity	GCF_003006155.1	3
High complexity	GCF_003008515.1	1
High complexity	GCF_003008535.1	2
High complexity	GCF_003008555.2	1
High complexity	GCF_003008575.1	4
High complexity	GCF_003013695.1	1
High complexity	GCF_003015185.1	3
High complexity	GCF_003019815.1	5
High complexity	GCF_003019985.1	9
High complexity	GCF_003025515.1	3
High complexity	GCF_003028855.1	5
High complexity	GCF_003030325.1	3
High complexity	GCF_003030345.1	3
High complexity	GCF_003030385.1	3
High complexity	GCF_003032475.1	2
High complexity	GCF_003033885.1	5
High complexity	GCF_003047105.1	1
High complexity	GCF_003049605.2	8
High complexity	GCF_003049805.1	11
High complexity	GCF_003050865.1	6
High complexity	GCF_003051885.1	36
High complexity	GCF_003052165.1	1
High complexity	GCF_003054495.1	2
High complexity	GCF_003055625.1	1
High complexity	GCF_003058465.1	3
High complexity	GCF_003060825.1	9
High complexity	GCF_003060865.1	4
High complexity	GCF_003071365.1	4
High complexity	GCF_003071665.1	3
High complexity	GCF_003072645.1	5
High complexity	GCF_003073475.1	2
High complexity	GCF_003074035.1	2
High complexity	GCF_003074055.1	6
High complexity	GCF_003076275.1	4
High complexity	GCF_003086675.1	3
High complexity	GCF_003086695.1	3
High complexity	GCF_003086775.1	4
High complexity	GCF_003086795.1	3
High complexity	GCF_003086815.1	4
High complexity	GCF_003086835.1	4
High complexity	GCF_003086855.1	3
High complexity	GCF_003086875.1	3
High complexity	GCF_003086895.1	6
High complexity	GCF_003086915.1	4
High complexity	GCF_003096035.1	1
High complexity	GCF_003096195.1	1
High complexity	GCF_003097535.1	3
High complexity	GCF_003100395.1	1
High complexity	GCF_003111765.1	1
High complexity	GCF_003111925.1	4
High complexity	GCF_003112995.3	14
High complexity	GCF_003113315.1	3
High complexity	GCF_003113335.1	2
High complexity	GCF_003113355.1	3
High complexity	GCF_003113375.1	1
High complexity	GCF_003113395.1	1
High complexity	GCF_003113475.3	12
High complexity	GCF_003119115.1	4
High complexity	GCF_003122345.2	6
High complexity	GCF_003130705.1	5
High complexity	GCF_003130795.1	4
High complexity	GCF_003143555.1	4
High complexity	GCF_003148385.1	2
High complexity	GCF_003151075.1	10
High complexity	GCF_003151255.1	3
High complexity	GCF_003173015.1	2
High complexity	GCF_003173275.1	7
High complexity	GCF_003173715.1	7
High complexity	GCF_003173735.1	2
High complexity	GCF_003173755.1	5
High complexity	GCF_003173775.1	4
High complexity	GCF_003177035.1	4
High complexity	GCF_003182115.1	5
High complexity	GCF_003184205.1	14
High complexity	GCF_003184265.1	1
High complexity	GCF_003185895.1	3
High complexity	GCF_003194085.1	1
High complexity	GCF_003201195.1	3
High complexity	GCF_003201725.1	4
High complexity	GCF_003203775.1	7
High complexity	GCF_003206515.1	4
High complexity	GCF_003217555.1	3
High complexity	GCF_003233655.1	2
High complexity	GCF_003233675.1	10
High complexity	GCF_003234115.2	1
High complexity	GCF_003234175.2	1
High complexity	GCF_003234225.2	1
High complexity	GCF_003234255.2	1
High complexity	GCF_003234335.2	1
High complexity	GCF_003234605.2	1
High complexity	GCF_003234705.2	1
High complexity	GCF_003234775.2	1
High complexity	GCF_003234805.2	2
High complexity	GCF_003240565.2	2
High complexity	GCF_003242625.1	1
High complexity	GCF_003253775.1	8
High complexity	GCF_003254375.1	3
High complexity	GCF_003258605.2	2
High complexity	GCF_003260975.1	2
High complexity	GCF_003261055.1	8
High complexity	GCF_003264115.1	1
High complexity	GCF_003268535.2	7
High complexity	GCF_003268635.1	8
High complexity	GCF_003268655.1	2
High complexity	GCF_003285265.1	2
High complexity	GCF_003286395.1	2
High complexity	GCF_003287915.1	6
High complexity	GCF_003287935.1	7
High complexity	GCF_003290225.1	11
High complexity	GCF_003290245.1	2
High complexity	GCF_003293395.1	7
High complexity	GCF_003293595.1	2
High complexity	GCF_003293695.1	5
High complexity	GCF_003293715.1	6
High complexity	GCF_003296175.1	1
High complexity	GCF_003312875.1	10
High complexity	GCF_003325355.1	5
High complexity	GCF_003325375.1	4
High complexity	GCF_003325455.1	2
High complexity	GCF_003325475.1	6
High complexity	GCF_003325995.1	2
High complexity	GCF_003330725.1	1
High complexity	GCF_003330845.1	3
High complexity	GCF_003333285.1	2
High complexity	GCF_003343285.1	3
High complexity	GCF_003344865.1	6
High complexity	GCF_003344965.1	2
High complexity	GCF_003345255.1	1
High complexity	GCF_003351765.1	2
High complexity	GCF_003352005.1	7
High complexity	GCF_003352045.1	3
High complexity	GCF_003352065.1	1
High complexity	GCF_003352085.1	5
High complexity	GCF_003352105.1	2
High complexity	GCF_003352915.1	4
High complexity	GCF_003353065.1	4
High complexity	GCF_003355005.1	9
High complexity	GCF_003355155.1	4
High complexity	GCF_003366075.1	8
High complexity	GCF_003367315.1	4
High complexity	GCF_003367355.1	3
High complexity	GCF_003367375.1	7
High complexity	GCF_003367395.1	4
High complexity	GCF_003369795.1	8
High complexity	GCF_003387095.1	7
High complexity	GCF_003387155.1	4
High complexity	GCF_003391095.1	2
High complexity	GCF_003399765.1	4
High complexity	GCF_003402535.2	6
High complexity	GCF_003402595.1	5
High complexity	GCF_003403075.1	4
High complexity	GCF_003403095.1	3
High complexity	GCF_003403315.2	3
High complexity	GCF_003408515.1	4
High complexity	GCF_003408635.1	5
High complexity	GCF_003428335.1	3
High complexity	GCF_003428825.1	5
High complexity	GCF_003429225.1	17
High complexity	GCF_003433515.1	1
High complexity	GCF_003441595.1	1
High complexity	GCF_003441615.1	1
High complexity	GCF_003443535.1	2
High complexity	GCF_003443595.1	2
High complexity	GCF_003443655.1	4
High complexity	GCF_003443735.1	8
High complexity	GCF_003443875.1	1
High complexity	GCF_003491345.1	2
High complexity	GCF_003501305.1	3
High complexity	GCF_003514535.1	5
High complexity	GCF_003515645.1	3
High complexity	GCF_003524425.1	1
High complexity	GCF_003543295.1	1
High complexity	GCF_003547075.1	2
High complexity	GCF_003555545.1	4
High complexity	GCF_003568665.1	4
High complexity	GCF_003568845.1	3
High complexity	GCF_003568865.1	6
High complexity	GCF_003569745.1	2
High complexity	GCF_003574045.1	8
High complexity	GCF_003574315.2	6
High complexity	GCF_003574835.2	4
High complexity	GCF_003574965.1	2
High complexity	GCF_003576455.2	4
High complexity	GCF_003584565.2	4
High complexity	GCF_003584645.1	4
High complexity	GCF_003584815.1	7
High complexity	GCF_003585765.1	4
High complexity	GCF_003586545.1	11
High complexity	GCF_003589885.1	4
High complexity	GCF_003589925.1	3
High complexity	GCF_003591175.1	18
High complexity	GCF_003595175.1	5
High complexity	GCF_003595545.1	1
High complexity	GCF_003595605.1	2
High complexity	GCF_003596305.1	5
High complexity	GCF_003600625.1	4
High complexity	GCF_003600685.1	4
High complexity	GCF_003606385.1	1
High complexity	GCF_003609795.1	4
High complexity	GCF_003609815.1	1
High complexity	GCF_003609835.1	2
High complexity	GCF_003609995.1	1
High complexity	GCF_003610015.1	1
High complexity	GCF_003610435.1	4
High complexity	GCF_003610515.1	2
High complexity	GCF_003611035.1	1
High complexity	GCF_003611275.1	2
High complexity	GCF_003626895.1	1
High complexity	GCF_003626915.1	1
High complexity	GCF_003626975.1	10
High complexity	GCF_003627075.1	3
High complexity	GCF_003627215.1	5
High complexity	GCF_003627755.1	9
High complexity	GCF_003627775.1	7
High complexity	GCF_003627795.1	8
High complexity	GCF_003627815.1	6
High complexity	GCF_003628555.1	1
High complexity	GCF_003641105.1	16
High complexity	GCF_003641205.1	3
High complexity	GCF_003667705.1	4
High complexity	GCF_003668995.1	4
High complexity	GCF_003669015.1	7
High complexity	GCF_003675325.1	2
High complexity	GCF_003691445.1	6
High complexity	GCF_003691465.1	10
High complexity	GCF_003691585.1	2
High complexity	GCF_003711185.1	2
High complexity	GCF_003711205.1	3
High complexity	GCF_003711225.1	2
High complexity	GCF_003713065.1	7
High complexity	GCF_003721495.1	6
High complexity	GCF_003722335.1	4
High complexity	GCF_003723955.1	1
High complexity	GCF_003732465.1	7
High complexity	GCF_003797775.2	4
High complexity	GCF_003812745.1	19
High complexity	GCF_003813965.1	1
High complexity	GCF_003813985.1	2
High complexity	GCF_003814005.1	1
High complexity	GCF_003816055.1	6
High complexity	GCF_003850245.1	3
High complexity	GCF_003850545.1	16
High complexity	GCF_003851685.1	10
High complexity	GCF_003851705.1	8
High complexity	GCF_003851745.1	9
High complexity	GCF_003852065.1	7
High complexity	GCF_003852235.1	8
High complexity	GCF_003852255.1	8
High complexity	GCF_003852275.1	8
High complexity	GCF_003852295.1	8
High complexity	GCF_003852315.1	8
High complexity	GCF_003852355.1	8
High complexity	GCF_003852375.1	8
High complexity	GCF_003854875.1	2
High complexity	GCF_003854895.1	1
High complexity	GCF_003855095.1	3
High complexity	GCF_003855255.1	8
High complexity	GCF_003856495.1	3
High complexity	GCF_003856555.1	11
High complexity	GCF_003856715.1	3
High complexity	GCF_003856975.1	3
High complexity	GCF_003860265.1	2
High complexity	GCF_003860345.1	2
High complexity	GCF_003860405.1	1
High complexity	GCF_003860465.1	3
High complexity	GCF_003860625.1	4
High complexity	GCF_003864115.1	23
High complexity	GCF_003931855.1	8
High complexity	GCF_003931875.1	4
High complexity	GCF_003932015.1	4
High complexity	GCF_003932505.1	1
High complexity	GCF_003935055.1	5
High complexity	GCF_003940825.1	4
High complexity	GCF_003945325.1	3
High complexity	GCF_003945505.1	7
High complexity	GCF_003945525.1	7
High complexity	GCF_003945545.1	8
High complexity	GCF_003950035.1	6
High complexity	GCF_003950055.1	4
High complexity	GCF_003952225.1	9
High complexity	GCF_003952245.1	11
High complexity	GCF_003952265.1	1
High complexity	GCF_003952345.1	5
High complexity	GCF_003952365.1	3
High complexity	GCF_003952385.1	3
High complexity	GCF_003952405.1	4
High complexity	GCF_003952425.1	3
High complexity	GCF_003952445.1	4
High complexity	GCF_003952465.1	2
High complexity	GCF_003952485.1	2
High complexity	GCF_003952505.1	2
High complexity	GCF_003952525.1	2
High complexity	GCF_003952545.1	2
High complexity	GCF_003952565.1	3
High complexity	GCF_003952585.1	4
High complexity	GCF_003952605.1	1
High complexity	GCF_003952665.1	3
High complexity	GCF_003952725.1	1
High complexity	GCF_003955715.1	8
High complexity	GCF_003955735.1	5
High complexity	GCF_003957745.1	3
High complexity	GCF_003963515.1	8
High complexity	GCF_003963535.1	6
High complexity	GCF_003966565.1	1
High complexity	GCF_003966695.1	3
High complexity	GCF_003966715.1	2
High complexity	GCF_003966735.1	2
High complexity	GCF_003966895.1	11
High complexity	GCF_003966975.1	2
High complexity	GCF_003967035.1	2
High complexity	GCF_003967075.1	3
High complexity	GCF_003967195.1	2
High complexity	GCF_003970715.1	5
High complexity	GCF_003989555.1	1
High complexity	GCF_003991075.1	1
High complexity	GCF_003994855.1	3
High complexity	GCF_004000195.1	1
High complexity	GCF_004000665.1	3
High complexity	GCF_004001245.1	2
High complexity	GCF_004001265.1	6
High complexity	GCF_004005995.1	2
High complexity	GCF_004006015.1	3
High complexity	GCF_004006095.1	3
High complexity	GCF_004006175.1	3
High complexity	GCF_004006235.1	4
High complexity	GCF_004006355.1	3
High complexity	GCF_004006415.1	6
High complexity	GCF_004010755.1	55
High complexity	GCF_004010775.1	1
High complexity	GCF_004011115.1	4
High complexity	GCF_004011755.1	10
High complexity	GCF_004014715.1	5
High complexity	GCF_004022565.1	11
High complexity	GCF_004023645.1	2
High complexity	GCF_004028235.1	2
High complexity	GCF_004028275.1	1
High complexity	GCF_004102025.1	1
High complexity	GCF_004102945.1	1
High complexity	GCF_004103755.1	6
High complexity	GCF_004103875.1	18
High complexity	GCF_004104485.1	2
High complexity	GCF_004104505.1	7
High complexity	GCF_004114615.1	1
High complexity	GCF_004114695.1	1
High complexity	GCF_004114795.1	4
High complexity	GCF_004114915.1	6
High complexity	GCF_004114935.1	6
High complexity	GCF_004114955.1	3
High complexity	GCF_004118935.1	1
High complexity	GCF_004118975.1	5
High complexity	GCF_004123675.1	2
High complexity	GCF_004123725.1	20
High complexity	GCF_004124275.1	11
High complexity	GCF_004127225.1	5
High complexity	GCF_004134915.1	5
High complexity	GCF_004135205.1	4
High complexity	GCF_004135345.1	4
High complexity	GCF_004135365.1	7
High complexity	GCF_004135385.1	8
High complexity	GCF_004135585.1	4
High complexity	GCF_004135755.1	3
High complexity	GCF_004135935.1	2
High complexity	GCF_004135975.1	2
High complexity	GCF_004136015.1	9
High complexity	GCF_004136295.1	3
High complexity	GCF_004136315.1	3
High complexity	GCF_004153505.1	4
High complexity	GCF_004153525.1	8
High complexity	GCF_004168365.1	2
High complexity	GCF_004193915.1	9
High complexity	GCF_004208415.1	6
High complexity	GCF_004208635.1	1
High complexity	GCF_004209755.1	8
High complexity	GCF_004210215.2	1
High complexity	GCF_004210355.1	5
High complexity	GCF_004214895.1	6
High complexity	GCF_004216475.1	3
High complexity	GCF_004216855.1	3
High complexity	GCF_004217225.1	4
High complexity	GCF_004295585.1	12
High complexity	GCF_004322775.1	2
High complexity	GCF_004322855.1	3
High complexity	GCF_004323595.1	1
High complexity	GCF_004323615.2	3
High complexity	GCF_004323735.1	2
High complexity	GCF_004327155.1	2
High complexity	GCF_004328495.1	4
High complexity	GCF_004328645.1	3
High complexity	GCF_004328705.1	3
High complexity	GCF_004328945.1	3
High complexity	GCF_004331955.1	1
High complexity	GCF_004337365.2	2
High complexity	GCF_004340865.1	6
High complexity	GCF_004342265.1	5
High complexity	GCF_004343025.1	4
High complexity	GCF_004346085.1	1
High complexity	GCF_004346505.1	6
High complexity	GCF_004346755.1	3
High complexity	GCF_004346925.1	7
High complexity	GCF_004347775.1	3
High complexity	GCF_004352905.1	2
High complexity	GCF_004353225.1	2
High complexity	GCF_004353525.1	5
High complexity	GCF_004353845.1	36
High complexity	GCF_004354345.1	3
High complexity	GCF_004355225.1	3
High complexity	GCF_004361875.1	1
High complexity	GCF_004361965.1	4
High complexity	GCF_004362595.1	2
High complexity	GCF_004365595.1	3
High complexity	GCF_004365885.1	2
High complexity	GCF_004366335.2	4
High complexity	GCF_004379315.1	11
High complexity	GCF_004421105.1	1
High complexity	GCF_004519465.1	4
High complexity	GCF_004524855.1	5
High complexity	GCF_004524875.1	3
High complexity	GCF_004526235.1	3
High complexity	GCF_004526345.1	2
High complexity	GCF_004535885.1	5
High complexity	GCF_004551645.1	15
High complexity	GCF_004564075.1	3
High complexity	GCF_004564135.1	1
High complexity	GCF_004564375.1	3
High complexity	GCF_004634385.1	2
