<<<<<<< HEAD
name	taxid	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	percent_total_reads	accn
Polycladomyces abyssicola	1125966	S	843	54	897	2.00E-05	2.00E-03	GCF_018326425.1
Novibacillus thermophilus	1471761	S	786	41	827	2.00E-05	2.00E-03	GCF_002005165.1
Laceyella sacchari	37482	S	467	32	499	2.00E-05	2.00E-03	GCF_024927925.1
Thermoactinomyces vulgaris	2026	S	447	27	474	2.00E-05	2.00E-03	GCF_021607245.1
Sporolactobacillus terrae	269673	S	439	12	451	2.00E-05	2.00E-03	GCF_019930545.1
Pullulanibacillus sp. KACC 23026	3028315	S	396	13	409	2.00E-05	2.00E-03	GCF_029094525.1
Lacticaseibacillus rhamnosus	47715	S	393	38	431	2.00E-05	2.00E-03	GCF_032465995.1
Lacticaseibacillus paracasei	1597	S	338	125	463	2.00E-05	2.00E-03	GCF_032466015.1
Lacticaseibacillus pantheris	171523	S	266	644	910	2.00E-05	2.00E-03	GCF_030480545.1
Limosilactobacillus pontis	35787	S	354	140	494	2.00E-05	2.00E-03	GCF_030373995.1
Limosilactobacillus mucosae	97478	S	280	49	329	2.00E-05	2.00E-03	GCF_959599245.1
Limosilactobacillus oris	1632	S	259	111	370	2.00E-05	2.00E-03	GCF_959604335.1
Limosilactobacillus reuteri	1598	S	164	253	417	2.00E-05	2.00E-03	GCF_030721705.1
Limosilactobacillus panis	47493	S	94	675	769	2.00E-05	2.00E-03	GCF_030373945.1
Lactobacillus delbrueckii	1584	S	554	296	850	2.00E-05	2.00E-03	GCF_030581895.1
Levilactobacillus zymae	267363	S	618	106	724	2.00E-05	2.00E-03	GCF_032190635.1
Lactiplantibacillus plantarum	1590	S	314	165	479	2.00E-05	2.00E-03	GCF_032463585.1
Lactiplantibacillus pentosus	1589	S	302	30	332	2.00E-05	2.00E-03	GCF_032195525.1
Schleiferilactobacillus harbinensis	304207	S	579	15	594	2.00E-05	2.00E-03	GCF_959023975.1
Streptococcus suis	1307	S	362	223	585	2.00E-05	2.00E-03	GCF_032231005.1
Streptococcus oralis	1303	S	216	128	344	2.00E-05	2.00E-03	GCF_030546285.1
Streptococcus agalactiae	1311	S	110	762	872	2.00E-05	2.00E-03	GCF_031584935.1
Streptococcus pneumoniae	1313	S	93	261	354	2.00E-05	2.00E-03	GCF_031462855.1
Desemzia incerta	82801	S	251	106	357	2.00E-05	2.00E-03	GCF_030126965.1
Faecalibacterium sp. HTF-F	2929491	S	418	259	677	2.00E-05	2.00E-03	GCF_023347535.1
Faecalibacterium sp. I3-3-33	2929492	S	252	190	442	2.00E-05	2.00E-03	GCF_023347295.1
Faecalibacterium sp. I4-1-79	2929494	S	234	188	422	2.00E-05	2.00E-03	GCF_023347235.1
Faecalibacterium sp. I4-3-84	2929495	S	149	211	360	2.00E-05	2.00E-03	GCF_023347255.1
Faecalibacterium sp. IP-3-29	2929489	S	145	312	457	2.00E-05	2.00E-03	GCF_023347335.1
Faecalibacterium sp. IP-1-18	2929488	S	53	357	410	2.00E-05	2.00E-03	GCF_023347355.1
Faecalibacterium duncaniae	411483	S	99	252	351	2.00E-05	2.00E-03	GCF_024167885.1
Ruminococcus champanellensis	1161942	S	451	10	461	2.00E-05	2.00E-03	GCF_959600225.1
Ruminococcus gauvreauii	438033	S	360	87	447	2.00E-05	2.00E-03	GCF_025151995.1
Acutalibacter muris	1796620	S	909	14	923	2.00E-05	2.00E-03	GCF_948800305.1
Caproicibacterium lactatifermentans	2666138	S	348	17	365	2.00E-05	2.00E-03	GCF_013340725.1
Caproicibacterium amylolyticum	2766537	S	337	10	347	2.00E-05	2.00E-03	GCF_014467055.1
Caproicibacter fermentans	2576756	S	808	21	829	2.00E-05	2.00E-03	GCF_014303955.1
Pusillibacter faecalis	2714358	S	688	258	946	2.00E-05	2.00E-03	GCF_018408705.1
Thermocaproicibacter melissae	2966552	S	412	31	443	2.00E-05	2.00E-03	GCF_024498295.1
Solibaculum mannosilyticum	2780922	S	389	381	770	2.00E-05	2.00E-03	GCF_015140235.1
Mageeibacillus indolicus	884684	S	180	182	362	2.00E-05	2.00E-03	GCF_002892425.1
Emergencia timonensis	1776384	S	318	99	417	2.00E-05	2.00E-03	GCF_958366315.1
Flintibacter sp. KGMB00164	2610895	S	876	37	913	2.00E-05	2.00E-03	GCF_008727735.1
Carboxydocella thermautotrophica	178899	S	473	7	480	2.00E-05	2.00E-03	GCF_003054495.1
Massilistercora timonensis	2086584	S	460	504	964	2.00E-05	2.00E-03	GCF_900312975.1
Enterocloster bolteae	208479	S	618	159	777	2.00E-05	2.00E-03	GCF_032472135.1
Enterocloster clostridioformis	1531	S	264	162	426	2.00E-05	2.00E-03	GCF_032477495.1
Blautia producta	33035	S	317	38	355	2.00E-05	2.00E-03	GCF_024462715.1
Blautia sp. NBRC 113351	2877527	S	253	260	513	2.00E-05	2.00E-03	GCF_020215665.1
Blautia obeum	40520	S	209	123	332	2.00E-05	2.00E-03	GCF_027671005.1
[Clostridium] scindens	29347	S	568	129	697	2.00E-05	2.00E-03	GCF_959022165.1
[Clostridium] hylemonae	89153	S	502	83	585	2.00E-05	2.00E-03	GCF_022845755.1
Lachnoclostridium phocaeense	1871021	S	422	360	782	2.00E-05	2.00E-03	GCF_959599685.1
Roseburia hominis	301301	S	517	263	780	2.00E-05	2.00E-03	GCF_959597815.1
Stomatobaculum sp. F0698	3059030	S	810	7	817	2.00E-05	2.00E-03	GCF_030644385.1
Marvinbryantia formatexigens	168384	S	669	15	684	2.00E-05	2.00E-03	GCF_902377505.1
Wansuia hejianensis	2763667	S	382	74	456	2.00E-05	2.00E-03	GCF_014385225.1
Qiania dongpingensis	2763669	S	310	86	396	2.00E-05	2.00E-03	GCF_014337195.1
Simiaoa sunii	2763672	S	209	135	344	2.00E-05	2.00E-03	GCF_014337175.1
Clostridium sp. OS1-26	3070681	S	577	19	596	2.00E-05	2.00E-03	GCF_030915445.1
Clostridium sp. SY8519	1042156	S	438	124	562	2.00E-05	2.00E-03	GCF_000270305.1
Clostridium sp. 'deep sea'	2779445	S	412	0	412	2.00E-05	2.00E-03	GCF_014931565.1
Clostridium sp. M62/1	411486	S	300	256	556	2.00E-05	2.00E-03	GCF_020736365.1
Clostridium estertheticum	238834	S	718	48	766	2.00E-05	2.00E-03	GCF_030585545.1
Clostridium pasteurianum	1501	S	538	14	552	2.00E-05	2.00E-03	GCF_026410065.1
Clostridium gelidum	704125	S	450	15	465	2.00E-05	2.00E-03	GCF_019977655.1
Clostridium beijerinckii	1520	S	357	284	641	2.00E-05	2.00E-03	GCF_029715615.1
Clostridium saccharoperbutylacetonicum	36745	S	353	19	372	2.00E-05	2.00E-03	GCF_013297165.1
Clostridium tagluense	360422	S	327	23	350	2.00E-05	2.00E-03	GCF_030585445.1
Clostridium perfringens	1502	S	260	488	748	2.00E-05	2.00E-03	GCF_032352985.1
Clostridium saccharobutylicum	169679	S	180	232	412	2.00E-05	2.00E-03	GCF_014231195.1
Clostridium sporogenes	1509	S	171	169	340	2.00E-05	2.00E-03	GCF_031629435.1
Proteiniclasticum sp. QWL-01	3036945	S	713	191	904	2.00E-05	2.00E-03	GCF_029590275.1
Desulforamulus ruminis	1564	S	500	32	532	2.00E-05	2.00E-03	GCF_946409155.1
Desulforamulus ferrireducens	1833852	S	274	85	359	2.00E-05	2.00E-03	GCF_002005145.1
Acididesulfobacillus acetoxydans	1561005	S	904	6	910	2.00E-05	2.00E-03	GCF_900016645.1
Thermanaerosceptrum fracticalcis	1712410	S	382	9	391	2.00E-05	2.00E-03	GCF_000746025.2
Desulfofarcimen acetoxidans	58138	S	322	10	332	2.00E-05	2.00E-03	GCF_000024205.1
Desulfitobacterium metallireducens	142877	S	573	50	623	2.00E-05	2.00E-03	GCF_000231405.2
Desulfitobacterium hafniense	49338	S	515	46	561	2.00E-05	2.00E-03	GCF_902374595.1
Desulfitobacterium dehalogenans	36854	S	338	27	365	2.00E-05	2.00E-03	GCF_012842225.1
Desulfitobacterium dichloroeliminans	233055	S	178	160	338	2.00E-05	2.00E-03	GCF_000243135.2
Desulfosporosinus orientis	1563	S	385	17	402	2.00E-05	2.00E-03	GCF_000235605.1
Desulfosporosinus youngiae	339862	S	343	28	371	2.00E-05	2.00E-03	GCF_000244895.1
Eubacterium maltosivorans	2041044	S	313	206	519	2.00E-05	2.00E-03	GCF_902364445.2
Eubacterium limosum	1736	S	297	156	453	2.00E-05	2.00E-03	GCF_028861895.1
Eubacterium callanderi	53442	S	223	157	380	2.00E-05	2.00E-03	GCF_959019615.1
Acetobacterium wieringae	52694	S	368	139	507	2.00E-05	2.00E-03	GCF_026646375.1
Romboutsia sp. 13368	2708053	S	408	78	486	2.00E-05	2.00E-03	GCF_018336475.1
Clostridioides difficile	1496	S	217	132	349	2.00E-05	2.00E-03	GCF_032081865.1
Aristaeella lactis	3046383	S	797	107	904	2.00E-05	2.00E-03	GCF_018118585.1
Aristaeella hokkaidonensis	3046382	S	717	99	816	2.00E-05	2.00E-03	GCF_018128945.1
Syntrophothermus lipocalidus	86170	S	423	6	429	2.00E-05	2.00E-03	GCF_012840045.1
Syntrophomonas wolfei	863	S	305	21	326	2.00E-05	2.00E-03	GCF_002483685.1
Desulfoscipio gibsoniae	102134	S	646	9	655	2.00E-05	2.00E-03	GCF_000233715.2
Christensenella minuta	626937	S	606	135	741	2.00E-05	2.00E-03	GCF_024706965.1
Thermincola potens	863643	S	358	8	366	2.00E-05	2.00E-03	GCF_000092945.1
Desulfotomaculum nigrificans	1565	S	347	67	414	2.00E-05	2.00E-03	GCF_000189755.2
Carboxydothermus hydrogenoformans	129958	S	349	4	353	2.00E-05	2.00E-03	GCF_000012865.1
Mahella australiensis	252966	S	418	173	591	2.00E-05	2.00E-03	GCF_000213255.1
Thermanaeromonas toyohensis	161154	S	454	2	456	2.00E-05	2.00E-03	GCF_900176005.1
Zhaonella formicivorans	2528593	S	396	23	419	2.00E-05	2.00E-03	GCF_004353525.1
Biomaibacter acetigenes	2316383	S	319	5	324	2.00E-05	2.00E-03	GCF_003691585.1
Thermosediminibacter oceani	291990	S	448	5	453	2.00E-05	2.00E-03	GCF_000144645.1
Selenomonas sp. oral taxon 920	1884263	S	757	140	897	2.00E-05	2.00E-03	GCF_001717585.1
Selenomonas sp. oral taxon 136	713030	S	439	460	899	2.00E-05	2.00E-03	GCF_001554015.1
Selenomonas sp. oral taxon 478	712538	S	377	424	801	2.00E-05	2.00E-03	GCF_001189555.1
Selenomonas ruminantium	971	S	664	19	683	2.00E-05	2.00E-03	GCF_947169465.1
Pelosinus fermentans	365349	S	514	17	531	2.00E-05	2.00E-03	GCF_900100555.1
Sporomusa termitida	2377	S	843	19	862	2.00E-05	2.00E-03	GCF_007641255.1
uncultured Sporomusa sp.	307249	S	665	23	688	2.00E-05	2.00E-03	GCF_900095405.1
Methylomusa anaerophila	1930071	S	765	4	769	2.00E-05	2.00E-03	GCF_003966895.1
Megasphaera massiliensis	1232428	S	478	71	549	2.00E-05	2.00E-03	GCF_024464075.1
Megasphaera hexanoica	1675036	S	359	137	496	2.00E-05	2.00E-03	GCF_012843505.1
Dialister succinatiphilus	487173	S	347	106	453	2.00E-05	2.00E-03	GCF_022770695.1
Acidaminococcus fermentans	905	S	649	36	685	2.00E-05	2.00E-03	GCF_959026875.1
Acidaminococcus intestini	187327	S	286	108	394	2.00E-05	2.00E-03	GCF_030844045.1
Phascolarctobacterium succinatutens	626940	S	117	214	331	2.00E-05	2.00E-03	GCF_030842725.1
Peptoniphilus ivorii	54006	S	578	53	631	2.00E-05	2.00E-03	GCF_030815095.1
Murdochiella vaginalis	1852373	S	274	129	403	2.00E-05	2.00E-03	GCF_902381775.1
Ezakiella coagulans	46507	S	263	371	634	2.00E-05	2.00E-03	GCF_963512085.1
Faecalibaculum rodentium	1702221	S	322	3	325	2.00E-05	2.00E-03	GCF_948646295.1
[Clostridium] innocuum	1522	S	292	105	397	2.00E-05	2.00E-03	GCF_027695885.1
Ndongobacter massiliensis	1871025	S	300	66	366	2.00E-05	2.00E-03	GCF_900120375.1
Synechococcus sp. PCC 7336	195250	S	882	3	885	2.00E-05	2.00E-03	GCF_000332275.1
Synechococcus sp. JA-2-3B'a(2-13)	321332	S	771	122	893	2.00E-05	2.00E-03	GCF_000013225.1
Synechococcus sp. HK01-R	2751171	S	707	57	764	2.00E-05	2.00E-03	GCF_014217855.1
Synechococcus sp. KORDI-100	1280380	S	668	23	691	2.00E-05	2.00E-03	GCF_000737535.1
Synechococcus sp. Minos11	221341	S	649	16	665	2.00E-05	2.00E-03	GCF_014279855.1
Synechococcus sp. A15-28	1050638	S	633	287	920	2.00E-05	2.00E-03	GCF_014280175.1
Synechococcus sp. WH 8101	59932	S	625	94	719	2.00E-05	2.00E-03	GCF_014304795.1
Synechococcus sp. A10-1-5-1	2936507	S	605	61	666	2.00E-05	2.00E-03	GCF_023115425.1
Synechococcus sp. NOUM97013	1442555	S	545	43	588	1.00E-05	1.00E-03	GCF_014279815.1
Synechococcus sp. PROS-U-1	1400866	S	524	53	577	1.00E-05	1.00E-03	GCF_014279755.1
Synechococcus sp. PROS-7-1	1442556	S	515	137	652	1.00E-05	1.00E-03	GCF_014279795.1
Synechococcus sp. KORDI-49	585423	S	467	193	660	1.00E-05	1.00E-03	GCF_000737575.1
Synechococcus sp. BMK-MC-1	1442551	S	452	121	573	1.00E-05	1.00E-03	GCF_014279955.1
Synechococcus sp. A15-24	1050635	S	451	308	759	1.00E-05	1.00E-03	GCF_014280195.1
Synechococcus sp. BIOS-E4-1	1400864	S	434	22	456	1.00E-05	1.00E-03	GCF_014279995.1
Synechococcus sp. MIT S9220	166309	S	396	27	423	1.00E-05	1.00E-03	GCF_014304815.1
Synechococcus sp. KORDI-52	585425	S	386	59	445	1.00E-05	1.00E-03	GCF_000737595.1
Synechococcus sp. A15-127	1050624	S	351	142	493	1.00E-05	1.00E-03	GCF_014280215.1
Synechococcus sp. MEDNS5	1442554	S	338	52	390	1.00E-05	1.00E-03	GCF_014279875.1
Synechococcus sp. BIOS-U3-1	1400865	S	320	17	337	1.00E-05	1.00E-03	GCF_014279975.1
Synechococcus sp. CC9902	316279	S	317	17	334	1.00E-05	1.00E-03	GCF_000012505.1
Synechococcus sp. NIES-970	1827144	S	285	51	336	1.00E-05	1.00E-03	GCF_002356215.1
Synechococcus sp. A15-44	1050646	S	283	302	585	1.00E-05	1.00E-03	GCF_014280115.1
Synechococcus sp. RS9902	221345	S	201	247	448	1.00E-05	1.00E-03	GCF_014279635.1
Synechococcus sp. RS9907	221350	S	197	299	496	1.00E-05	1.00E-03	GCF_014279615.1
Synechococcus sp. M16.1	1442553	S	191	353	544	1.00E-05	1.00E-03	GCF_014279895.1
Synechococcus sp. A15-60	1050655	S	80	429	509	1.00E-05	1.00E-03	GCF_014280095.1
Prochlorococcus marinus	1219	S	830	57	887	1.00E-05	1.00E-03	GCF_001180325.1
Parasynechococcus marenigrum	2881428	S	303	265	568	1.00E-05	1.00E-03	GCF_000195975.1
Trichothermofontia sichuanensis	3045816	S	560	182	742	1.00E-05	1.00E-03	GCF_026240635.1
Trichocoleus desertorum	1481672	S	515	66	581	1.00E-05	1.00E-03	GCF_030409055.1
Acaryochloris marina	155978	S	588	135	723	1.00E-05	1.00E-03	GCF_000018105.1
Synechocystis sp. PCC 6803	1148	S	1	818	819	1.00E-05	1.00E-03	GCF_026127295.1
Chamaesiphon minutus	1173032	S	667	21	688	1.00E-05	1.00E-03	GCF_000317145.1
Nostoc sp. UHCC 0926	3025190	S	577	63	640	1.00E-05	1.00E-03	GCF_028623165.1
Nostoc sp. TCL26-01	2576904	S	440	21	461	1.00E-05	1.00E-03	GCF_013393945.1
Nostoc sp. C052	2576902	S	408	60	468	1.00E-05	1.00E-03	GCF_013393905.1
Nostoc sp. UHCC 0870	2914041	S	406	24	430	1.00E-05	1.00E-03	GCF_022063185.1
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	S	355	39	394	1.00E-05	1.00E-03	GCF_002949795.1
Nostoc sp. ATCC 53789	76335	S	316	422	738	1.00E-05	1.00E-03	GCF_009873495.1
Nostoc sp. C057	2576903	S	190	240	430	1.00E-05	1.00E-03	GCF_013393925.1
Nostoc sp. NIES-2111	1973475	S	121	234	355	1.00E-05	1.00E-03	GCF_002368215.1
Nostoc linckia	92942	S	446	77	523	1.00E-05	1.00E-03	GCF_002608105.1
Nostoc flagelliforme	1306274	S	386	104	490	1.00E-05	1.00E-03	GCF_002813575.1
Nostoc punctiforme	272131	S	357	258	615	1.00E-05	1.00E-03	GCF_000020025.1
Nostoc edaphicum	264686	S	347	76	423	1.00E-05	1.00E-03	GCF_014023275.1
Nostoc sphaeroides	446679	S	295	99	394	1.00E-05	1.00E-03	GCF_003443655.1
Anabaena sp. WA102	1647413	S	157	425	582	1.00E-05	1.00E-03	GCF_001277295.1
Anabaena sp. 90	46234	S	115	664	779	1.00E-05	1.00E-03	GCF_000312705.1
Cylindrospermum stagnale	142864	S	375	16	391	1.00E-05	1.00E-03	GCF_000317535.1
Calothrix sp. NIES-2100	1954172	S	494	51	545	1.00E-05	1.00E-03	GCF_002368195.1
Calothrix sp. PCC 7507	99598	S	393	28	421	1.00E-05	1.00E-03	GCF_000316575.1
Calothrix sp. NIES-2098	1954171	S	357	27	384	1.00E-05	1.00E-03	GCF_002368175.1
Calothrix sp. PCC 6303	1170562	S	321	5	326	1.00E-05	1.00E-03	GCF_000317435.1
Calothrix sp. NIES-3974	2005462	S	318	10	328	1.00E-05	1.00E-03	GCF_002368395.1
Calothrix sp. NIES-4071	2005469	S	1	793	794	1.00E-05	1.00E-03	GCF_002368455.1
Calothrix brevissima	938406	S	485	162	647	1.00E-05	1.00E-03	GCF_002367995.1
Nodularia sphaerocarpa	137816	S	311	66	377	1.00E-05	1.00E-03	GCF_022376295.1
Sphaerospermopsis torques-reginae	984207	S	263	63	326	1.00E-05	1.00E-03	GCF_019598945.1
Dolichospermum flos-aquae	1166	S	83	425	508	1.00E-05	1.00E-03	GCF_012516395.1
Dolichospermum sp. UHCC 0315A	1914871	S	72	310	382	1.00E-05	1.00E-03	GCF_008121535.1
Scytonema sp. HK-05	1137095	S	657	275	932	1.00E-05	1.00E-03	GCF_002368235.1
Scytonema sp. NIES-4073	2005464	S	587	274	861	1.00E-05	1.00E-03	GCF_002368435.1
Brasilonema sennae	1397703	S	469	36	505	1.00E-05	1.00E-03	GCF_006968745.1
Tolypothrix sp. PCC 7601	1188	S	4	344	348	1.00E-05	1.00E-03	GCF_025677855.1
Fischerella sp. NIES-3754	1752063	S	346	168	514	1.00E-05	1.00E-03	GCF_001548455.1
Leptolyngbya sp. NIES-3755	1752064	S	508	41	549	1.00E-05	1.00E-03	GCF_001548435.1
Leptolyngbya boryana	1184	S	525	0	525	1.00E-05	1.00E-03	GCF_002142475.1
Leptodesmis sichuanensis	2906798	S	729	118	847	1.00E-05	1.00E-03	GCF_021379005.1
Thermosynechococcus vestitus	146786	S	447	136	583	1.00E-05	1.00E-03	GCF_000011345.1
Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	S	36	634	670	1.00E-05	1.00E-03	GCF_016919485.1
Thermoleptolyngbya sichuanensis	2885951	S	36	665	701	1.00E-05	1.00E-03	GCF_013177315.1
Thermocoleostomius sinensis	3065396	S	570	42	612	1.00E-05	1.00E-03	GCF_026802175.1
Pseudanabaena sp. PCC 7367	82654	S	378	11	389	1.00E-05	1.00E-03	GCF_000317065.1
Oscillatoria nigro-viridis	482564	S	903	24	927	1.00E-05	1.00E-03	GCF_000317475.1
Oscillatoria acuminata	118323	S	475	16	491	1.00E-05	1.00E-03	GCF_000317105.1
Phormidium yuhuli	2974039	S	417	30	447	1.00E-05	1.00E-03	GCF_023983615.1
Allocoleopsis franciscana	2886352	S	456	21	477	1.00E-05	1.00E-03	GCF_000317515.1
[Phormidium] sp. ETS-05	222819	S	724	13	737	1.00E-05	1.00E-03	GCF_016446395.1
Limnospira indica	147322	S	80	371	451	1.00E-05	1.00E-03	GCF_000973065.1
Gloeocapsa sp. PCC 7428	1173026	S	338	23	361	1.00E-05	1.00E-03	GCF_000317555.1
Anthocerotibacter panamensis	2857077	S	943	2	945	1.00E-05	1.00E-03	GCF_018389385.1
Chroococcidiopsis sp. CCMEE 29	155894	S	772	55	827	1.00E-05	1.00E-03	GCF_023558375.1
Chroococcidiopsis sp. CCNUC1	2653189	S	141	201	342	1.00E-05	1.00E-03	GCF_023546805.1
Chroococcidiopsis thermalis	54299	S	222	340	562	1.00E-05	1.00E-03	GCF_000317125.1
Pleurocapsa sp. PCC 7327	118163	S	472	53	525	1.00E-05	1.00E-03	GCF_000317025.1
Gloeomargarita lithophora	1188228	S	444	4	448	1.00E-05	1.00E-03	GCF_001870225.1
Thermostichus lividus	33070	S	305	40	345	1.00E-05	1.00E-03	GCF_002754935.1
Thermus sp. PS18	2849039	S	226	246	472	1.00E-05	1.00E-03	GCF_026427635.1
Thermus sp. NEB1569	2918899	S	205	385	590	1.00E-05	1.00E-03	GCF_022385295.1
Thermus caldilimi	2483360	S	547	141	688	1.00E-05	1.00E-03	GCF_004684245.1
Thermus antranikianii	88190	S	454	377	831	1.00E-05	1.00E-03	GCF_028472205.1
Thermus parvatiensis	456163	S	157	644	801	1.00E-05	1.00E-03	GCF_001535545.1
Thermus scotoductus	37636	S	146	378	524	1.00E-05	1.00E-03	GCF_027319405.1
Brevefilum fermentans	1986204	S	580	0	580	1.00E-05	1.00E-03	GCF_018435025.1
Dehalogenimonas etheniformans	1536648	S	786	135	921	1.00E-05	1.00E-03	GCF_014672715.2
Dehalococcoides mccartyi	61435	S	440	207	647	1.00E-05	1.00E-03	GCF_030705515.1
Rhizobium sp. TAL182	2020313	S	586	368	954	1.00E-05	1.00E-03	GCF_002117725.1
Rhizobium sp. L51/94	2819999	S	306	501	807	1.00E-05	1.00E-03	GCF_019355555.1
Rhizobium sp. BT-175	2986929	S	184	727	911	1.00E-05	1.00E-03	GCF_026105885.1
Rhizobium sp. BJ04	3024242	S	126	685	811	1.00E-05	1.00E-03	GCF_028994275.1
Rhizobium sp. MJ22	3024248	S	95	490	585	1.00E-05	1.00E-03	GCF_028994075.1
Rhizobium sp. B21/90	2819993	S	66	639	705	1.00E-05	1.00E-03	GCF_019355815.1
Rhizobium brockwellii	3019932	S	510	332	842	1.00E-05	1.00E-03	GCF_000769405.2
Rhizobium johnstonii	3019933	S	310	451	761	1.00E-05	1.00E-03	GCF_000009265.1
Rhizobium rhododendri	2506430	S	207	387	594	1.00E-05	1.00E-03	GCF_007000325.2
Agrobacterium sp. CGMCC 11546	2579248	S	249	600	849	1.00E-05	1.00E-03	GCF_013365515.1
Agrobacterium sp. 13-2099-1-2	1841651	S	58	892	950	1.00E-05	1.00E-03	GCF_001692275.2
Brucella sp. HL-2	2986924	S	374	46	420	1.00E-05	1.00E-03	GCF_025846885.1
Brucella sp. 10RB9215	1149953	S	204	201	405	1.00E-05	1.00E-03	GCF_900092405.1
Brucella sp. 6810	2769351	S	154	236	390	1.00E-05	1.00E-03	GCF_014495905.1
Brucella sp. 2280	2592625	S	128	233	361	1.00E-05	1.00E-03	GCF_009601725.1
Brucella sp. JSBI001	2886044	S	106	227	333	1.00E-05	1.00E-03	GCF_026014005.1
Brucella sp. 1315	2975050	S	1	384	385	1.00E-05	1.00E-03	GCF_024970695.1
[Ochrobactrum] quorumnocens	271865	S	522	215	737	1.00E-05	1.00E-03	GCF_008728025.1
Brucella pituitosa	571256	S	498	175	673	1.00E-05	1.00E-03	GCF_023130505.1
Brucella pinnipedialis	120576	S	27	713	740	1.00E-05	1.00E-03	GCF_015624465.1
Brucella canis	36855	S	8	325	333	1.00E-05	1.00E-03	GCF_004127225.1
Pseudochrobactrum sp. Wa41.01b-1	2864102	S	380	368	748	1.00E-05	1.00E-03	GCF_019464455.1
Pseudochrobactrum algeriensis	2834768	S	362	373	735	1.00E-05	1.00E-03	GCF_018436245.1
Bartonella sp. Coyote22sub2	1933911	S	2	508	510	1.00E-05	1.00E-03	GCF_002022565.1
Bartonella apihabitans	2750929	S	665	117	782	1.00E-05	1.00E-03	GCF_030758755.1
Bartonella choladocola	2750995	S	366	91	457	1.00E-05	1.00E-03	GCF_016102525.1
Sphingorhabdus lutea	1913578	S	333	16	349	1.00E-05	1.00E-03	GCF_001889025.1
Parasphingorhabdus litoris	394733	S	831	42	873	1.00E-05	1.00E-03	GCF_020906275.1
Zymomonas mobilis	542	S	702	183	885	1.00E-05	1.00E-03	GCF_937894655.1
Acetobacter tropicalis	104102	S	424	309	733	1.00E-05	1.00E-03	GCF_030644465.1
Acetobacter ascendens	481146	S	403	488	891	1.00E-05	1.00E-03	GCF_002173775.1
Acetobacter orientalis	146474	S	384	34	418	1.00E-05	1.00E-03	GCF_937914915.1
Acetobacter senegalensis	446692	S	311	283	594	1.00E-05	1.00E-03	GCF_030481075.1
Acetobacter oryzifermentans	1633874	S	54	403	457	1.00E-05	1.00E-03	GCF_002220195.1
Formicincola oecophyllae	2558361	S	782	9	791	1.00E-05	1.00E-03	GCF_006542395.2
Neokomagataea tanensis	661191	S	632	115	747	1.00E-05	1.00E-03	GCF_006542335.1
Haematospirillum jordaniae	1549855	S	714	49	763	1.00E-05	1.00E-03	GCF_012102845.1
Terasakiella sp. SH-1	2560057	S	531	13	544	1.00E-05	1.00E-03	GCF_004564135.1
Paracoccus sp. SMMA_5_TC	2654280	S	1	948	949	1.00E-05	1.00E-03	GCF_009696685.2
Tritonibacter sp. AK171	3048493	S	262	290	552	1.00E-05	1.00E-03	GCF_030127025.1
Marivivens sp. JLT3646	1920883	S	784	160	944	1.00E-05	1.00E-03	GCF_001908835.1
Amylibacter sp. IMCC11727	3039851	S	534	9	543	1.00E-05	1.00E-03	GCF_029854195.1
Sulfitobacter sp. SK012	1389005	S	948	12	960	1.00E-05	1.00E-03	GCF_003352085.1
Sulfitobacter sp. S223	2867023	S	820	14	834	1.00E-05	1.00E-03	GCF_025143825.1
Sulfitobacter sp. DSM 110093	2883127	S	763	152	915	1.00E-05	1.00E-03	GCF_022788715.1
Sulfitobacter sp. W002	2867024	S	600	291	891	1.00E-05	1.00E-03	GCF_025142135.1
Sulfitobacter sp. M368	2867021	S	293	419	712	1.00E-05	1.00E-03	GCF_025141875.1
Sulfitobacter sp. D7	1968541	S	242	658	900	1.00E-05	1.00E-03	GCF_003611275.1
Sulfitobacter sp. SK025	1389011	S	224	411	635	1.00E-05	1.00E-03	GCF_003352105.1
Sulfitobacter sp. CB2047	1525218	S	210	753	963	1.00E-05	1.00E-03	GCF_000735125.2
Sulfitobacter sp. B30-2	2785912	S	125	242	367	1.00E-05	1.00E-03	GCF_015871245.1
Leisingera sp. M523	2867013	S	338	604	942	1.00E-05	1.00E-03	GCF_025141335.1
Ruegeria sp. AD91A	2293862	S	750	82	832	1.00E-05	1.00E-03	GCF_003443535.1
Ruegeria sp. YS9	2966453	S	723	228	951	1.00E-05	1.00E-03	GCF_024628725.1
Phaeobacter sp. LSS9	681157	S	188	298	486	1.00E-05	1.00E-03	GCF_003443595.1
Celeribacter marinus	1397108	S	722	19	741	1.00E-05	1.00E-03	GCF_900114275.1
Octadecabacter antarcticus	1217908	S	896	49	945	1.00E-05	1.00E-03	GCF_000155675.2
Octadecabacter temperatus	1458307	S	493	7	500	1.00E-05	1.00E-03	GCF_900142425.1
Falsihalocynthiibacter arcticus	1579316	S	743	20	763	1.00E-05	1.00E-03	GCF_000812665.2
Lentibacter algarum	576131	S	665	20	685	1.00E-05	1.00E-03	GCF_030159915.1
Parvularcula sp. IMCC14364	3067902	S	855	10	865	1.00E-05	1.00E-03	GCF_030758415.1
